Date,Author,Verified,Helpful,Title,Rating,Variation,Style
"Reviewed in the United States on December 23, 2019",Patti Jernigan,yes,-,Fun snack for dogs,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 12, 2019",PekHouse,yes,-,"used to be good, started to smell really bad",2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 6, 2019",L. Turner,yes,-,Good - solid B+,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 5, 2019",Mark DelVecchioMark DelVecchio,yes,-,Keeps puppy busy al day!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 20, 2019",MakeADifference,yes,-,"Excellent, super fresh ones received!",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 13, 2019",Maria R.,yes,-,Dogs like them,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 22, 2019",SarahSarah,yes,-,Arrived cracked in half,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 19, 2019",S K,yes,yes,I think we got a bad batch?,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in Canada on September 26, 2019",Amazon CustomerAmazon Customer,yes,yes,Unfortunately not properly covered,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 16, 2019",Nancy,yes,yes,Dangerous :(,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 6, 2019",Madalyn Nelson,yes,-,Buy in store,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 3, 2019",nichole connolly,yes,yes,Arrived broken,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 29, 2019",BelleBelle,yes,yes,BROKEN IN PIECES; NOT USABLE,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 6, 2019",T.Ray,yes,-,Large size arrived broken.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 7, 2019",KELLY NERI,yes,-,Broke,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 9, 2019",Alanna ,yes,-,VERY HARD,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 8, 2019",gatorolsen,yes,-,"One dog liked, one didn't. Lasted longer than other edible chews",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 6, 2019",Sidney Rogers,yes,-,"Puppy loved it, but...",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 6, 2018",Dawn GentileDawn Gentile,yes,yes,Horrible!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 6, 2018",Practical AgilistPractical Agilist,yes,-,Arrived broken,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 4, 2018",Ryan Oxenford,yes,-,Seemed Old,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 28, 2018",Alicia L  Davis,yes,yes,Wish I read reviews before buying,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United Kingdom on October 27, 2018",SueSue,yes,yes,At last a natural chew to replace the plastics! It's really hard too!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 21, 2018",Danielle,yes,yes,"Not safe, product has changed",1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 13, 2018",kathleen woods,yes,-,I like the large Himalayan Dog Chews and pay extra for ...,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 1, 2018",Michelle,yes,-,Horrible gas!,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 27, 2018",Chris B.Chris B.,yes,yes,"Arrived broken, unsafe for dogs.",1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 24, 2018",Charles Glendening,yes,-,"Buy this product, but only if you can examine it first....",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 12, 2018",SummerSummer,-,-,easy to be broke into small pieces,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 30, 2018",MM,yes,yes,"Nowhere NEAR ""long-lasting."" Just an expensive treat. Gone in a few minutes.",2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 17, 2018",Lin XiaolinLin Xiaolin,yes,yes,Size shrunk over the years!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 15, 2018",Sarah,yes,-,Otherwise a great chew that my dog thoroughly,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 5, 2018",SummerSummer,yes,yes,Corgi,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 19, 2018",ravenchowravenchow,yes,yes,Much shorter than described!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 6, 2018",Kansas Nomad,yes,-,Border Collie finished it off in 15 minutes.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 18, 2018",karawhit,yes,-,Long lasting!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 12, 2018",D. Christian,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 24, 2017",Kathy Hartman,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 4, 2017",Piggy,yes,-,and my dog liked them enough,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 18, 2017",ummm heyummm hey,yes,-,Defective!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 7, 2017",Aineadele,yes,yes,"Dog LOVES it, but a little dryer than past experience. Possible choking hazard.",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 29, 2017",ZoëZoë,yes,yes,Puppy loves!!!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 14, 2017",Amazon Customer,yes,-,Great but variable,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 5, 2017",Sade,yes,-,Pricey fun,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 29, 2017",Michael R. Burgan,yes,-,They break pretty easy I was picking up pieces all night,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 26, 2017",Doc Swan,yes,-,My dog would not eat this. He loves cheese ...,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 19, 2017",Lex,yes,-,Dog loves but it's messy,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 9, 2017",Anne M,yes,-,Pretty good product,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 3, 2017",Amazon Customer,yes,-,Gone in one evening,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 30, 2017",EmïlyEmïly,yes,-,Impressive lack of quality,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 28, 2017",Jenni,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 14, 2017",308 Scout,yes,-,They are very hard so be careful of last inch piece,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 7, 2017",Aniello F.,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 24, 2017",LifeWithRen,yes,-,Good product- not ideal for older dog used to typical chews,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 28, 2017",Ashley,yes,-,Two Stars,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 28, 2017",Wendy Browne,yes,-,Perfect Puffed in Microwave,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 8, 2017",Guppy-Addict,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 28, 2017",Suzy Q,yes,-,Didn't Last 1/2 Hour but He Loved It!,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 25, 2017",rebecca a sandrebecca a sand,yes,yes,Dog loved it but it didnt last long,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 23, 2017",Mamacita124,yes,yes,These do not last as long as others that I've ...,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 23, 2017",Tiffany Kenney,yes,yes,NOT long lasting!,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 11, 2017",Acrylic Diva,yes,-,DANGEROUS AND A COMPLETE WASTE OF MONEY,1,-,-
"Reviewed in the United States on February 2, 2017",Iguy,yes,-,Three Stars,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 30, 2016",FMills,yes,-,Great as a treat,4,-,-
"Reviewed in the United States on December 11, 2016",BCL,yes,yes,"My dog loved it, but she managed to eat the whole ...",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 8, 2016",Katie,yes,yes,I don't trust it,2,-,-
"Reviewed in the United States on October 16, 2016",Sky,yes,yes,"Himalayan dog chews last for hours, don’t smell and don’t involve cattle genitalia",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 28, 2016",Amazoner123,yes,-,Didn't last too long,2,-,-
"Reviewed in the United States on August 30, 2016",KaitKait,yes,yes,A great product!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 25, 2016",Brian H,yes,-,"Dog loves these, especially after poofing in the microwave!",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 21, 2016",Kasey,yes,yes,"Dog asked for seconds, then thirds",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 13, 2016",Mr. & Mrs. Lewis,yes,yes,Almost the perfect dog chew for Frenchies!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 6, 2016",L.C,yes,-,Two Stars,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 12, 2016",Secondhand Limbs,yes,-,Stinkfest,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 11, 2016",BTM,yes,-,My pitty LOVED it so much it was gone in an hour,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 27, 2016",Lauren,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 22, 2016",JahRebel Rastafari,yes,yes,"Long lasting, digestable, good ingredients",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 21, 2016",Kindle Customer,yes,-,I thought maybe this would give him some chewing fun without being gobbled down inside 10 minutes,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 15, 2016",Amazon Customer,yes,-,Love that they're natural too,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 6, 2016",Nick C,yes,-,Three Stars,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 27, 2016",Momma Choy,yes,-,I wish my dog loved these more...,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 11, 2016",judy,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 3, 2016",Pony,yes,-,"Not the long-lasting chew I hoped for, but my dog liked it.",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 20, 2016",David H,yes,-,"My medium size dog who is a heavy chewer, ...",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 11, 2016",RapidFire,yes,-,Not quite tough enough,2,-,-
"Reviewed in the United States on January 6, 2016",medorz,yes,-,"much too hard ,",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 30, 2015",claire c.,yes,-,mountain to powder in minutes,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 30, 2015",Strshine,yes,-,Large dogs,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 16, 2015",Paul,yes,-,Very risky dog chew!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 15, 2015",Peggy Eidman,yes,-,"Dog loves, Mom not so much",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 1, 2015",Christina R.,yes,-,Three Stars,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 23, 2015",Kindle Customer,yes,-,I like the smoky smell of them,4,-,-
"Reviewed in the United States on November 22, 2015",Stephane Fylpaa-asher,yes,-,Miss represented,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 19, 2015",A Guy,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 18, 2015",Vernon C.,yes,-,And under size is built like a stick and a half of butter,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 17, 2015",Alison,yes,-,"My dog isn't into it, but at least it turns into treats",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 11, 2015",AJ,yes,yes,Finished in an Hour,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 31, 2015",J.Lu,-,-,My dog seemed to enjoy the treat but she turned it into a million ...,2,-,-
"Reviewed in the United States on August 13, 2015",Alex Crux,yes,yes,"Great idea, not for extreme chewers",2,-,-
"Reviewed in the United States on August 9, 2015",Tessa,-,-,Tasty but not as long lasting as promised.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 31, 2015",Kimberly Griffin,yes,yes,My puppy likes them but my big dislike is that they shatter EASILY if dropped,3,-,-
"Reviewed in the United States on July 20, 2015",ginandtonica,-,-,"4 stars for how much my dog loved it, but minus one star for how fast ...",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 22, 2015",Kristopher,yes,yes,Dog is not interested,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 12, 2015",Barbara Meyer,yes,yes,Three Stars,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 9, 2015",Francesca M,yes,yes,... was really excited to order this because it looked like a great chew for my pitbull,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 7, 2015",LindaM,-,-,They break if dropped..,4,-,-
"Reviewed in the United States on April 29, 2015",C3k,yes,-,I was surprised at how long it lasted with my ...,4,-,-
"Reviewed in the United States on April 27, 2015",Laurie,yes,yes,"pricy, but worth it!",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 17, 2015",Erica,yes,yes,"Dog loves it, my foot hates it",4,-,-
"Reviewed in the United States on April 12, 2015",jmeander,yes,-,She clearly loved it but it wasn't a great value,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 7, 2015",J. Chmielewski,yes,-,"He seemed to enjoy it, so I'd probably pick it up again",2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 26, 2015",Us Here,yes,yes,Fortunately it was about a 80/20 split,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 25, 2015",John,yes,yes,Satisfying but Short,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 24, 2015",*BSSD*,yes,yes,Definitely better for smaller dog  OR buy the biggest one.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 12, 2015",Kristen,-,-,So far so good. She gets more excited about these than antlers ...,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 11, 2015",Evan M. Spealman,yes,-,Just bought the large one yesterday after seeing it on ...,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 10, 2015",STC,yes,-,Sounds like most dogs like it,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 9, 2015",Kearston,-,yes,Throwing up pieces 2 days later. Be cautious giving to strong chewers.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 9, 2015",Audra Rabroker,-,-,I'm sure this treat is good for many dogs,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 5, 2015",Gretna Khaleesi,yes,-,Not worth it,3,-,-
"Reviewed in the United States on March 4, 2015",Brittany Stallings,yes,yes,"My dog loves it, but I was hoping for ...",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 27, 2015",Ariel & Jason Dolan,-,-,but this took no time at all for him to love and devour,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 23, 2015",wrg-inc,yes,-,Hard,3,-,-
"Reviewed in the United States on February 18, 2015",Ben,yes,-,makes my dog sick...,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 16, 2015",Miss Mom,yes,-,"Nice chew for dogs, but not long lasting for mega chomps.",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 8, 2015",Rachel2450,yes,-,Great but not when you eat the whole thing in 1 sitting,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 6, 2015",Vanessa,-,yes,Not for picky dogs.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 31, 2015",SJAmazonite,yes,yes,Caused Incontinence Issues with Both My Dogs,1,-,-
"Reviewed in the United States on January 5, 2015",ZKY in Colorado,-,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 2, 2014",Carlos,yes,yes,Disappoint,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 1, 2014",Debra S,yes,-,Disappointed 1,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 28, 2014",jw,yes,-,Four Stars,4,-,-
"Reviewed in the United States on August 21, 2014",sasquatch606,yes,-,Four Stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 10, 2014",Hercules,yes,yes,It was expired,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 11, 2014",Smart Buyer,yes,-,A very good product for dogs to chew on,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 20, 2014",Mark Edward Thorpe,yes,-,"So far, so good",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 14, 2014",Teabird66,yes,-,"It was okay, not great",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 7, 2014",Mouse,yes,-,my dog devoured this in a couple of hours,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 22, 2014",Caymul,yes,-,"Good, for a treat or change of pace",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 14, 2014",K. Webb,yes,yes,DANGEROUS!!,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 14, 2014",Folk artist,yes,-,Dog loves it,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 7, 2014",Aforrist,yes,-,didnt last,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 31, 2014",Armenurs,-,-,how to utilize small pieces,4,-,-
"Reviewed in the United States on March 27, 2014",themistoklea,yes,-,works great but scrap the smaller pieces,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 21, 2014",Janice,yes,-,Dog lost interest,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 17, 2014",BudK,-,yes,Vivien LOVES it!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 26, 2014",T Rand,yes,-,"I thought it was great, my dog doesn't really care",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 12, 2014",Amanda Smiles,yes,yes,Made my dog sick,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 8, 2014",Curious Cook,yes,-,Pretty good for chewer,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 7, 2014",jessica,yes,-,Not so long lasting...,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 2, 2014",Sherry Garrett,yes,-,Easy come easy go,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 12, 2013",onlineshopaholic,yes,-,Great Chewing snack but don't microwave,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 8, 2013",Very Happy Camper,yes,-,Not good for big pups,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 6, 2013",sms5,yes,-,"Nice idea, but....",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 1, 2013",Mara,yes,-,Great for Sick Dog,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 22, 2013",kim robertson,yes,-,nicely priced,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 17, 2013",🔹 Catrinka 🔹,yes,yes,Not a good choice for aggressive chewers...but a delicious option for those dogs who savor their chews,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 24, 2013",Tonya,yes,-,dog chew,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 23, 2013",TolkienFan,yes,yes,Finally-- the perfect dog chew!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 15, 2013",Cathy McMullan,yes,-,Good for heavy chewers,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 4, 2013",P. Cunningham,yes,yes,Cannot sustain even a short drop onto a hard surface without breaking...,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 2, 2013",JK Pags,yes,-,A bit pricey but my dog loved it!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 26, 2013",Stella,yes,-,Lasted longer than expected,4,-,-
"Reviewed in the United States on July 27, 2013",Travelin' Queen,yes,-,himalayan dog chew,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 18, 2013",John ornellas,yes,yes,Really?,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 12, 2013",Bocchini2012,yes,yes,Not sure whats up with this product,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
