Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on June 27, 2021",Edward P. Seitler Jr.,yes,-,Sharp,"Scissors are sharp, great for cutting single layers and possibly 2 layers.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1H0SN5ACNAIL7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 10, 2021",elwood,yes,-,great,"These scissors work great. Only gave 4 stars cause I dont know for how long, but for now they are better then a larger pair that came from a cutting room (industrial pair).Id buy again.",4,-,-,https://www.amazon.com/gp/customer-reviews/R3H6SH4AHBCSAG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 13, 2021",Boss.,yes,-,Small,They are small but sharp and kind of stuck when opening the scissors to cut.,4,-,-,https://www.amazon.com/gp/customer-reviews/R26YMVEBFA6JNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 1, 2021",CC,yes,-,One pair broke at least there aree two,One pair broke at least there are two,4,-,-,https://www.amazon.com/gp/customer-reviews/R362WO3O65IA9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 28, 2021",MRS.EVANS,yes,-,Pretty good..,These are nice for the price. I have no complaints.,4,-,-,https://www.amazon.com/gp/customer-reviews/R2N1TMA0TLADRV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 26, 2021",Rachel Reid,yes,-,Stiff,"These are quite stiff, so if you're doing a lot of cutting I'm not sure this is the way I'd go, the tension is too high. The blades appear to be good quality and the tips are good for details.",4,-,-,https://www.amazon.com/gp/customer-reviews/R9BDNU5R2HG5D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 10, 2021",sylvia wells,yes,-,size,My error- thought scissor blade 5” but it meant total body,4,-,-,https://www.amazon.com/gp/customer-reviews/R3B1GBISI4U6L9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 27, 2021",Raymond Klieber,yes,-,Purchased for kitchen use,"Purchased item for kitchen use. Works fine for what the intended purpose was - general kitchen use like opening microwave bags, cutting down large packaging as product is used, etc....  Have not really used for any precision work so I cannot speak on that aspect of cutting ability. Just wanted a decent size pair of scissors for general use.",4,-,-,https://www.amazon.com/gp/customer-reviews/R2VHJMSBH5NBV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 22, 2021",Hannah,yes,-,Great quality,I would comepair them to cricut scissors,4,-,-,https://www.amazon.com/gp/customer-reviews/R3K8UFIG8J2RFN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 21, 2021",Ivy,yes,-,Small,Look at measurements. Small scissors,4,-,-,https://www.amazon.com/gp/customer-reviews/RN3LXPVBAMNL1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 19, 2021",Steve W,yes,-,Three and half year life,"I bought two pair of these scissors and, with regular care, they lasted 3 1/2 years.They both broke by rusting through just under the plastic handles. Both went the same within two weeks of each other.They gave good service but I expected them to last a little longer but I still feel that, because of the service they did give, I can give them 4 stars.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1UVP69KKE48JD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 18, 2021",Rich74,yes,-,Great product,Good quality and stays sharp.,4,-,-,https://www.amazon.com/gp/customer-reviews/R28GZN99NHXS0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 8, 2021",Peter,yes,-,Great scissors for about 2 years,Perfect scissors for the kitchen. Lasted 2 years and broke apart. Would be great if they could last a little longer.,4,-,-,https://www.amazon.com/gp/customer-reviews/R150QPPM5CGJE3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 29, 2020",Stephen Cummings,yes,-,Well made small cutting tool,I keep this scissors in the bathroom to cut open packages that are “childproof” or otherwise made inconvenient to open by manufactures.,4,-,-,https://www.amazon.com/gp/customer-reviews/RK7GC2DH5H989/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on October 28, 2020",irenea elec,yes,-,Good quality,Very sharp,4,-,-,https://www.amazon.com/gp/customer-reviews/R136KE1UHBRC4D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 5, 2020",Christina,yes,-,Great scissors,Great scissors.,4,-,-,https://www.amazon.com/gp/customer-reviews/R3FOJ3XO6LGVNE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 11, 2020",Robert L. Everett,yes,-,Nice scissors,Easy to hold.  Cuts well.  My household scissors.,4,-,-,https://www.amazon.com/gp/customer-reviews/R1BWT7ALSOMYO6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 26, 2020",Jin,yes,-,Good for hand craft,"I gave it 4 star cuz the price is unbeatable but it’s was smaller than I expected, good for crafting but not for cut behind or food",4,-,-,https://www.amazon.com/gp/customer-reviews/R3FLNV8YEZK9C6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 20, 2020",LyquidEnigma,yes,-,Good pair of scissors.,"The product is exactly as advertised, and it made it here in a timely fashion.",4,-,-,https://www.amazon.com/gp/customer-reviews/R118VU7YSPWUDP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 29, 2020",LasVegasAmazon,yes,-,Economically Priced Item That Does The Job,"These are economically priced and do the job. Of course, do not expect wonders from them as you get what you pay for but these are good value Scissors with above average quality. More expensive brands fail also over time, so I decided to rather get an extra pair of these.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1DM9JWJZTWNCN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 22, 2020",Dean Brown,yes,-,A little tight around my fingers. Work great.,A little tight around my fingers. Work great.,4,-,-,https://www.amazon.com/gp/customer-reviews/R575HVBBHW957/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 20, 2020",Rebecca Soojian,yes,-,Good,Very sharp,4,-,-,https://www.amazon.com/gp/customer-reviews/R1L9UBPJDL3F61/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 17, 2020",AlienNicole,yes,-,Weird to hold,"Quality is decent. I find them really odd to hold somehow. Hard to describe but I don't really like to use them. They cut well, though.",4,-,-,https://www.amazon.com/gp/customer-reviews/R3OO9YKP80Y5X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 5, 2020",nan N VAN NUYS,yes,-,NOT FOR SMALL HANDS,DID NOT CUT MY HAIR AS MY HAIR WAS THICK.  USE IN THE KITCHEN WAS GOOD AND HELPFUL WITH THE DIFFICULT CLAM PACAKAGES.,4,-,-,https://www.amazon.com/gp/customer-reviews/R25IXICYP8O4RB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 4, 2020",disappointed,yes,-,They do not cut well on plastic unless you have 4 hands to hold it taught.,If you cannot hold whatever it is that you are cutting it won't cut it.  Just muffs it up.  Not good at all for cutting open plastic mailing bags unless someone holds it for you.  Am not real pleased with the cutting edge.  Doesn't seem to be very sharp.  Doesn't cut material very well either.,4,-,-,https://www.amazon.com/gp/customer-reviews/R1J1K216LWL3XW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 30, 2020",A2C,yes,-,It works,It is sturdy and cuts fabric well but it felt tight when first use.  It has loosen up some with more use.,4,-,-,https://www.amazon.com/gp/customer-reviews/R1M4ZVJXZ33NE3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on May 4, 2020",Valeri,yes,-,"Shorter than a standard pair, handier","Very nice scissors. Great price! Fit is a little different left handed, not truly universal in that respect, but the blades are sharp and well designed, they cut just fine without extra effort left handedHave had a smaller pair for years happy enough with their performance, ( I'm a bit hard on things). I'm acquiring the whole set in varying sizes and some duplicates so they are all over the house in handy places. Really good performers I went all ""matchy watchy"". Not something I normally do",4,-,-,https://www.amazon.com/gp/customer-reviews/R1HSFCRUX37EP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 17, 2020",LBW71,yes,-,Good scissors!,Great scissors! Better than Fiscars! Just wish they were a little sharper.,4,-,-,https://www.amazon.com/gp/customer-reviews/RGUBD1LEI8IJD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 28, 2020",True Reviews,yes,-,Not the best for my arthritic thumb,"Might just be me but the thumb on these seem to be a bit smaller than other brands. Also, I find that these scissors don't quite stay as sharp as another brand I have. I do sharpen all by running them through steel wool once in a while - these don't seem to keep the edge as long though.",4,-,-,https://www.amazon.com/gp/customer-reviews/R27VAYHNX4GPNI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 24, 2020",Larry's ,yes,-,Sharp,"Oh the feel of a pair of sharp scissors! It had been a long time since I'd experienced that feeling.Thank you Westcott, quality scissors at a very fair price and did I mention sharp? Recommend.",4,-,-,https://www.amazon.com/gp/customer-reviews/RLVVQJIXSDGJE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 22, 2020",kelly,yes,-,Scissors are good,Good for the price,4,-,-,https://www.amazon.com/gp/customer-reviews/RG5JJ9U7R92TB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 14, 2020",David Martinez,yes,-,Scissors nice and sharp and handles are easy to use,Have scissors but getting older and handles starting to hurt hands and they were not cutting too good. These handles are nice and cut real smooth. Have others at amazon with more scissors but do not need that many.,4,-,-,https://www.amazon.com/gp/customer-reviews/R3DJIQSDN4X4RP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 8, 2020",Amazon Customer,yes,-,Best cut for the cost,Durable.  Sturdy.,4,-,-,https://www.amazon.com/gp/customer-reviews/R3BIME9LLTWQTF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 8, 2020",Miguel Aguirre,yes,-,Good scissors,They're good working scissors but not rust proof,4,-,-,https://www.amazon.com/gp/customer-reviews/R2TLCDZK7TIHX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 7, 2020",Kindle Customer. NANCY FINE,yes,-,Why I need comfort,I have artheritis in my hands. A smaller sized pair doesn't work very,4,-,-,https://www.amazon.com/gp/customer-reviews/R1EUDROK58S0AM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 24, 2020",Tony Winters,yes,-,Good Scissors,Good scissors for the money!,4,-,-,https://www.amazon.com/gp/customer-reviews/R1AAH1YXXY30M6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 14, 2020",Gnemik,yes,-,"Good brand, well constructed scissors.","I am familiar with the Westcott brand, and felt comfortable purchasing this 2 set package of scissors. I was not disappointed with the product. They are very well constructed, and feel comfortable in the hand. The irony is you wish you had one of them available to cut open the plastic blister pack that contains the scissors.These will last a long time, the quality of build should be reflected in durability.",4,-,-,https://www.amazon.com/gp/customer-reviews/R30LWG7XM8INXY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 9, 2020",Karyn,yes,-,Great,Just what I wanted,4,-,-,https://www.amazon.com/gp/customer-reviews/R1SVT627SG41A6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 8, 2024",RL,yes,-,Quality !!  They Work,"I owned a pair of these and was surprised to find identical ones on Amazon.  They are comfortable, sharp and cut cleanly.",5,-,-,https://www.amazon.com/gp/customer-reviews/R397TVUJXTN48C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 8, 2024",Kindle Customer,yes,-,Inexpensive Excellence,"These last a long time. My husband is a scissors theif.  Once stolen, like magic, they disappear. I order 6 at a time.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3HU0TR1GXK3ND/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 8, 2024",Missy —-!,yes,-,Small Size!,"Sturdy Product! ——- Thank you! —- Best, Helene Tokou",5,-,-,https://www.amazon.com/gp/customer-reviews/R3F67R7JWZT6BJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on August 7, 2024",Joy,yes,-,Good price,Good price and value,5,-,-,https://www.amazon.com/gp/customer-reviews/RL6B3BE95KVVC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 5, 2024",dawn hartley,yes,-,I received my order in a timely fashion,I love how fast I received my new scissors and really impressed on how sharp they really are and how well made they are!,5,-,-,https://www.amazon.com/gp/customer-reviews/R1EPMLZQAGHHEG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 5, 2024",Monsterware Computers,yes,-,Strong and great quality,Been using westcott titaniums for over 15 years.  Some of the best scissors you can get.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3DCJZBJW0BAK8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 3, 2024",Cyndy,yes,-,A+++,"These scissors are fantastic.  I should have bought these years ago.  They are sharp.  They cut straighter, easier, and better.  Buy them NOW!",5,-,-,https://www.amazon.com/gp/customer-reviews/R3MNGVJELN3I22/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 31, 2024",Jordan Tinkle,yes,-,Great scissors,I would and will buy these again. I use them to trim my dogs hair. Best ones ever!,5,-,-,https://www.amazon.com/gp/customer-reviews/R8RQK75MKM1JU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 29, 2024",Grace Perry,yes,-,Great scissors,These scissors are the best and such a great price!,5,-,-,https://www.amazon.com/gp/customer-reviews/R9POXBP70UIMI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 29, 2024",Adam Scott,yes,-,love these scissors,I have 4 pairs of these now. Top notch. Very sharp and will cut through just about anything -- even those horrible product packages where the plastic is molded around the product and affixed to a cardboard backing.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3BO23MGH1RGHV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 28, 2024",Steve,yes,-,They cut EXCELLENT,I have always been a fan of Titanium Scissors as they are superior to anything else (in my opinion) and they last,5,-,-,https://www.amazon.com/gp/customer-reviews/R1ZS0N44HV047W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 27, 2024",It does what it’s suppose to do. Came earlier than expected. Would order from here again,yes,-,Scissors,They were a little bigger than I thought but they do a good job at cutting. I’m happy with the scissors.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1TIFUBKBJ9PJB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 26, 2024",Chris Tindall,yes,-,scissors,great quality - very comfortable in hand,5,-,-,https://www.amazon.com/gp/customer-reviews/R32QBZABXWGW8B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 24, 2024",patti sachs,yes,-,SCISSORS,NICE SHARO PAIRS OF SCISSORS,5,-,-,https://www.amazon.com/gp/customer-reviews/R2BXL8JPE2S4YL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 23, 2024",Claude R.,yes,-,They work,Great for a one handed lefty like me,5,-,-,https://www.amazon.com/gp/customer-reviews/R1BI5OVECZVB1D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 21, 2024",Amazon Customer,yes,-,Small handy scissors,"Sharp. Small, good for everyday light use. Seem sturdy like they will last.",5,-,-,https://www.amazon.com/gp/customer-reviews/RQ08TQMKTZ3MC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 20, 2024",Juusan ,yes,-,They do what they need to do,They seem solid and do what I expect them to do... cut yarn. No complaints.,5,-,-,https://www.amazon.com/gp/customer-reviews/RELE67H11YQ1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 12, 2024",Gail ,yes,-,Excellent!,These are great for scrapbooking! Precision tool.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1SLRUUTDD1ZTG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 9, 2024",YK,yes,-,sturdy,"have these scissors already, decided to get 2 extra since v high quality, long lasting",5,-,-,https://www.amazon.com/gp/customer-reviews/R2EZJE1X0PC321/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 7, 2024",C. Jack,yes,-,no longer easy to misplace...,I kept misplacing the one pair I had and decided to up the amount of these shears to 3. I can usually find at least one pair now that I have multiple. What I like is its sharpness. It cuts through so much without issue. And that sharpness is maintained for a while. I've yet to have my resharpened. This is a good buy. No regrets here.,5,-,-,https://www.amazon.com/gp/customer-reviews/RN84SJ8BZPY4I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 3, 2024",Jason G. Boche,yes,-,Works great!,Works great!,5,-,-,https://www.amazon.com/gp/customer-reviews/R5MDAD04DCZE1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 2, 2024",didi54,yes,-,Great sissors,"He scissors are very sharp, even come with guarantee",5,-,-,https://www.amazon.com/gp/customer-reviews/R2KYB5FZWHKUCG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 2, 2024",GLEN M. ROBINSON,yes,-,Great scissors,I tried another brand and they didn't even cut open the plastic bags my Amazon items came in!  I've ordered these before to use as household scissors and they are great. I even keep a pair in my sewing studio.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3FZ8EI7ZJA4FX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 27, 2024",SmittyNYUSA,yes,-,Work excellently for a long time,These are reasonably priced and very well made. They last a long time with heavy use.,5,-,-,https://www.amazon.com/gp/customer-reviews/R28EIIFK77XSBG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 27, 2024",Breanna Boothe,yes,-,Probably the best you can get for your money,I own so many scissors for different purposes. These are the best multi-purpose/paper scissors you can get for the value.,5,-,-,https://www.amazon.com/gp/customer-reviews/R2RT302ZCUY522/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 24, 2024",ammo82,yes,-,Good Set,They are sharp and cut well.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1HMOEUXK0KDA2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 24, 2024",12345,yes,-,Great scissors,Perfect set great price heavy duty,5,-,-,https://www.amazon.com/gp/customer-reviews/R10RE27YCNC7E5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 23, 2024",Ryan Blizman,yes,-,The best pair of scissors you will ever own,Period.,5,-,-,https://www.amazon.com/gp/customer-reviews/R2XE6ZXM38OI89/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 22, 2024",Just another Dad,yes,-,Great quality,These are sharp and easy to use. Love them.  Really only needed one but I’m not disappointed.,5,-,-,https://www.amazon.com/gp/customer-reviews/R277DPBR198DH2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 19, 2024",J ,yes,-,Good!,I’m glad I got these scissors. They’re good quality,5,-,-,https://www.amazon.com/gp/customer-reviews/RIFS7WIRNBC4E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 15, 2024",David L.,yes,-,Scissors,You get two for the price of one. Very sharp and feels comfortable in your hand,5,-,-,https://www.amazon.com/gp/customer-reviews/RQZCF895YAUHV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 13, 2024",Julie Collins,yes,-,Sharp!,My arthritis makes using scissors difficult if they aren’t sharp enough. These scissors are very comfortable for me and very sharp so I use minimal effort to cut through a variety of materials. Delivered on time.,5,-,-,https://www.amazon.com/gp/customer-reviews/R2QUOE1Y4G8V3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 12, 2024","Universal HVAC Group, Inc.",yes,-,Sturdy and lightweight,These scissors are very sturdy and lightweight at the same time.  Great product!,5,-,-,https://www.amazon.com/gp/customer-reviews/R10DUAUCR9OHPA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 11, 2024",Jalantra,yes,-,Works well,They work well. Sharp. Well shaped to fit the hand and apply good leverage. I have no complaints on this product. Two in the package so if you misplace one you have a backup.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1HY5937PR2USU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
